,combined_text
1382,cap baseball prostyle cotton coa base ball caps bo
1383,janitorial supplies general line paper goods
1384,servers file microcomputer dell hardware to upgrade wily to keep up with the esb dell wvmware governed by the terms and conditions of sdd dir dell computer hardware servers
1385,cable power type xlpe cable power aluminum awg conductor xlpe insulation neutral per specification on qpl reduced neutral only reel shall be nonreturnable wood with pressed in metal hub or greater arbor hole steel plate hubs are not accepted hole max flange measurement shall be and max outside to outside measurement purchasing footage shall be ft or begin stocking per new dcs on critical materials supply arrangement
1386,parts farm tractor misc brand listed or equal ea couplers ea tips parts for massey ferguson
1387,respirator cartridge msa multi purpose nogme h rc ln qty del pf bo del date material needed at wbsc
1388,shoes safety toe safety shoe purchase unit seal i sb safety shoe
1389,head ear eye and face protection safety eyewear awu hornsby james helgren safety eyewear awu james helgren
1390,ethanol sun coast march march
1391,video systems for studio quality production equipment quote po contract screen install
1392,conduit steel flexible ul approved standard tie spool preform for use on acsr secondary conductors on qualified products list critical materials supply arrangement
1393,latex free tourniquet inch x inch latex free tourniquet inch x inch light blue dawnmist item number bag of medical supplies emergency patient care for stock
1394,wiring devices adapters caps connectors extens termination kit outdoor cold shrink silicone rubber with sealing compounds meets ieee std cable insulation od with kv kv conductor range for use with awg aluminum cable on qpl replaces per standards committee deplete stock of before ordering critical materials supply arrangement
1395,sulfur dioxide tons of liquid sulfur dioxide at per ton dxi liquid sulfur dioxide corrected invoice
1396,pliers diagonal cutting in vinyl covered handle rc ln qty del pf bo del date materials needed for glen bell warehouse
1397,clothing athletic casual dress uniform wthr work purchase of preseason basketball league ct color screens shirts per quote requested by delano brown spring preseason league shirts for basketballdelano b
1398,parts ignition system misc january purchase of control board wo
1399,asphaltic concrete pavement hot mixcold laid in for pickup only line zaragosa stuart
1400,application software microcomputer rsa securid software token seeds subscription license years license volume licenses win rsa security part quote no buyer art acuna tech support for period
1401,grass sod to complete theo project pallet of bermuda grassking ranchdale fischer
1402,twoway radio supplies parts and accessories pn motorola partssupplies
1403,coverall disposable polyolefin xlarge whood rc ln qty del pf bo del date material needed at glen bell warehouse
1404,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1405,ars needle decompression kit part number ars needle decompression needle x north american rescue item number medical supplies
1406,parts and accessories domestic water treatment fork nozzlecollarsproketshaft
1407,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1408,gloves disposable nonsterile nitrile xlarge rc ln qty del pf bo del date material needed at wbsc
1409,shirts tee ansiisea drifit lime ss rc lnqty delpfbodel date material needed at wbsc
1410,ammunition ccilawman gr tmj rds item american eagle
1411,telephone systems stations electronic key phone system austin resource center for homeless rack mounting kit phone system austin resource center for homeless
1412,transformers power distribution incl fluid fill transformer distribution single phase pad mount kva volt with bayonet fusing per spec dated replaces critical materials supply arrangement
1413,level str line torpedo shaped in rc ln qty del pf bo del date material needed at awgbsc
1414,impact tools air powered not road building lowesuerspeed squares air fresher refill
1415,glasses safety blackgray fram amber lens antifog rc ln qty del pf bo del date material needed at wbsc
1416,asphaltic concrete hot mix in accordance with it apac texashot mixvarious sections
1417,clean out frame and cover traffic bearing rc ln qty del pf bo del date material needed at awbsc
1418,meter cold water compound serial no rc ln qty del pf bo del date meter cold water compound for awwbsc
1419,respirator cartridge msa multi purpose no gme h rc ln qty del pf bo del date material nneded at awgbsc
1420,warranty extended computer equipment levitron velcro dual monitor video card yr levitron velcro dual monitor video card yr
1421,peripherals miscellaneous joy sticks graphic di quote development services dept dell memory upgrade development svcs dept neil needs memory for his pc
1422,soap hand pumice bottle rc ln qty del pf bodel date delivery date shall be no later than msc material for awwbsc
1423,freight and cargo containers shipping see class mary moore searight monthly rental mobile mini monthly rental m m searight
1424,paint and varnish bundle of lathes chris adams
1425,cameras digital type incl digital network cameras the city of austin is seeking proposals from qualified vendors to provide a highresolution digital system for photographic images of red light violators at various intersections controlled by traffic signals within the city of austin the goal of the program is to reduce collisions and injuries related to red light running estimated per year with a yr contract totaling million redflex june
